LSOA21CD,ViolenceSex_1kPersons_15plus,Robbery_1kPersons_15plus,BikeTheft_1kPersons_15plus,Burglary_1kPersons_15plus,Shoplifting_1kPersons_15plus,TheftPerson_1kPersons_15plus,VehicleCrime_1kPersons_15plus,TheftOffences_1kPersons_15plus,CrimDamageArson_1kPersons_15plus,Drugs_1kPersons_15plus,PossessionWeapons_1kPersons_15plus,PublicOrder_1kPersons_15plus,TotExclASB_1kPersons_15plus,ASB_1kPersons_15plus
E01000118,18.63,2.38,0.22,5.85,1.3,0.87,13.21,21.44,3.25,2.38,0,3.25,59.99,16.46
E01000119,12.27,0.74,0,4.91,0.98,0.49,10.8,17.18,1.72,0.98,0,2.21,37.3,22.08
E01000120,13.45,0.58,0,3.22,0.88,0.29,13.15,17.54,1.46,0.58,0,0.88,35.95,6.72
E01000121,31.35,0.59,0.59,2.34,0,0.88,8.5,12.31,4.1,1.17,0.29,7.03,64.76,24.61
E01000122,10.97,0.3,0.3,4.15,0,0.89,10.97,16.3,3.26,0,0.3,3.26,36.16,5.63
E01000123,26.71,0.5,0,9.58,4.54,0.5,19.91,34.52,4.28,2.52,0.76,3.53,79.38,15.62
E01000124,31.55,4.89,0.24,13.69,37.17,0.98,16.63,68.72,5.87,3.18,1.22,9.29,134.5,18.1
E01000126,27.26,1.58,0.59,4.15,2.37,0.99,10.86,18.96,5.93,7.7,0,6.12,73.68,22.71
E01000127,23.38,1.2,0,6.9,0,0.3,6,13.19,2.4,3.3,0.6,2.4,48.56,22.18
E01000128,28.98,1.78,0.45,10.03,0.22,2.45,11.37,24.52,6.91,7.58,1.34,4.68,82.72,52.39
E01000129,65.06,10.8,2.27,15.34,13.92,9.09,13.92,54.55,15.34,17.05,1.14,14.2,194.6,81.82
E01000130,24.37,1.41,0.47,3.98,0,0.7,11.25,16.4,4.22,3.28,0.7,3.98,56.47,15.46
E01000131,25.83,1.57,1.8,10.33,0,1.57,11.9,25.61,5.17,4.72,0.45,4.94,75.69,22.91
E01000132,17.3,0.59,0,4.99,0.88,1.17,8.21,15.25,5.57,5.57,0.29,2.35,58.06,6.74
E01000133,22.9,1.12,0.28,4.47,0,0.28,8.66,13.69,4.75,2.79,0.56,5.59,55.86,12.29
E01000134,26.14,1.02,0.51,5.08,0,1.02,7.87,14.46,4.06,3.55,0.76,6.09,60.14,15.73
E01000135,10.85,1.55,0,7.24,0,0.26,11.37,18.87,1.29,1.03,0,1.81,40.32,10.6
E01000136,23.54,3.32,0.3,20.82,0,2.41,24.44,47.98,6.64,2.72,0.3,4.53,93.55,45.27
E01000137,21.37,0.85,0.85,6.55,0,0,11.68,19.09,6.27,2.56,0.28,2.85,59.85,27.07
E01000138,30.57,1.07,0.8,12.07,0,0.8,12.6,26.28,7.78,1.88,0,4.83,82.33,57.39
E01000139,26.69,1.88,0.94,15.7,3.14,0.94,17.9,38.62,4.08,1.88,0,5.34,85.1,19.47
E01000140,16.49,1.32,0.88,14.29,6.38,1.76,12.75,36.06,3.74,2.64,0.22,6.16,73.43,13.85
E01000141,78.77,12.14,4.58,20.61,52.9,17.86,39.62,135.56,11.22,10.3,2.29,28.39,311.66,59.08
E01000142,22.41,1.19,1.59,7.93,0,0.2,15.66,25.38,4.36,2.38,0.2,3.37,66.22,20.42
E01000143,51.56,3.82,2.73,21.55,27.01,1.91,14.19,67.38,7.09,2.73,1.36,8.73,159.59,25.64
E01000144,44.85,9.08,3.2,21.36,6.94,13.08,19.49,64.08,11.21,2.67,2.14,16.02,181.02,110
E01000145,34.29,1.5,1.8,12.03,0.3,1.5,15.34,30.98,3.31,5.41,0,4.51,90.23,44.21
E01000146,49.06,10.68,2.27,24.53,23.39,11.58,20.9,82.68,12.72,5,0.68,22.94,210.78,68.37
E01000147,21.81,0.22,0.22,5.79,1.11,0.89,13.35,21.36,3.34,1.34,0,3.56,58.08,23.37
E01000150,25.25,4.97,1.59,6.76,19.68,3.18,57.26,88.47,11.33,2.78,0,7.36,163.43,21.27
E01000151,75.37,5.28,0.29,7.62,0.29,2.05,14.37,24.63,10.26,19.94,2.05,18.48,166.28,83.87
E01000152,15.17,1.26,0.54,3.79,0,0.54,11.56,16.43,4.15,6.5,0,1.08,49.47,24.56
E01000153,36.27,2.62,0,8.11,0,0.72,11.69,20.52,6.68,9.07,0.72,5.25,86.61,56.07
E01000154,26.66,1.87,1.17,6.31,0.94,1.87,9.82,20.11,6.31,4.44,0.7,4.21,70.62,86.76
E01000156,16.53,2.33,0.23,5.82,0.7,3.03,13.74,23.51,3.49,1.16,0.23,3.49,53.31,15.13
E01000157,7.36,0.88,0,0.88,0.59,1.18,9.12,11.77,1.77,0.88,0.29,0.59,24.71,9.12
E01000158,33.17,2.15,0.31,4.61,0,0.92,15.36,21.19,3.99,6.45,0.31,9.52,80.47,21.19
E01000159,18.61,3.18,0.24,6.61,0,0.24,15.67,22.77,2.94,1.22,0.49,1.96,52.16,11.51
E01000160,38.89,8.87,1.14,8.41,22.74,2.05,28.65,62.99,10.46,4.09,0.45,10.01,140.31,37.75
E01000161,19.92,3.54,0.66,8.63,1.99,1.77,14.39,27.44,5.31,2.88,0.44,3.98,71.27,23.9
E01000162,38.07,2.89,0.26,13.39,24.94,2.63,11.03,52.25,4.2,3.15,1.84,8.93,116.84,25.99
E01000163,43.51,1.88,0.27,7.52,0,0.54,20.41,28.74,12.89,5.64,0.27,6.45,105.55,33.3
E01000164,32.67,5.09,0.54,7.23,15.26,6.69,33.2,62.93,9.64,3.21,0.54,13.92,144.6,30.53
E01000165,26.22,0.49,0.74,3.92,0,1.96,17.4,24.01,4.17,0.49,0.49,3.92,65.18,28.67
E01000166,17.63,1.1,0.28,4.96,0,0.83,10.47,16.53,2.48,1.38,0.28,3.03,45.73,15.7
E01000167,37.3,3.24,1.3,4.87,0,0.97,12.98,20.11,7.14,1.3,0,7.46,81.75,28.22
E01000168,4.22,0.28,0,5.35,0,0.28,9.57,15.2,3.1,1.97,0,0.84,27.02,2.53
E01000169,9,0,0.55,2.45,0,0.27,10.36,13.63,0.82,1.09,0,1.36,29.17,11.99
E01000170,31.17,2.36,0,3.78,13.7,0.47,16.29,34.24,7.32,3.54,0.47,6.38,96.34,21.96
E01000171,43.44,3.72,0.21,8.48,21.31,4.55,27.3,61.85,12.62,3.93,0.83,7.65,149.96,39.51
E01000172,12.74,0,0,4.88,0,0.54,13.83,19.25,2.98,1.36,0,3.25,45.01,10.58
E01000173,11.18,0.27,0,3.82,0.55,0.27,10.91,15.55,3,0.55,0.82,3,36.83,6.27
E01000174,24,3.61,0.52,5.42,49.55,1.29,14.71,71.49,5.94,2.06,0.26,6.19,119.49,12.65
E01000175,12.81,1.86,0,4.43,0.23,0,15.37,20.03,2.33,0,0.47,1.86,40.53,18.87
E01000176,31.06,1.47,0.24,3.67,0,0.98,16.38,21.28,4.65,2.45,0,5.62,72.38,20.05
E01000177,16.2,0.84,1.4,10.05,0,0.28,9.5,21.23,3.35,1.68,0,1.4,48.88,12.29
E01000178,16.91,0.82,1.09,8.46,1.64,1.91,17.19,30.28,6,1.64,0.27,5.46,72.29,34.37
E01000179,13.32,1.02,0.51,3.33,0,0.77,12.8,17.41,2.82,0.51,0.26,3.59,42.25,17.41
E01000180,22.21,1.37,0.55,9.87,4.94,3.29,10.7,29.34,3.84,2.47,0.55,1.92,68.83,11.79
E01000181,21.57,6.68,3.85,12.84,27.73,8.22,12.33,64.97,4.88,2.57,0.26,6.93,119.41,6.42
E01000182,17.48,6.36,3.44,5.56,1.85,6.09,11.12,28.07,4.24,0.79,0,3.97,64.89,13.77
E01000183,21.55,2.99,0.3,7.78,0.3,1.5,17.36,27.24,5.69,0.6,0,5.09,65.54,20.05
E01000184,33.49,3.54,0.24,1.89,0,1.18,7.78,11.08,3.07,3.54,0.47,4.72,62.73,44.81
E01000185,15.67,0.58,1.16,5.22,0,0.58,7.55,14.51,4.93,2.32,0,5.22,48.18,24.96
E01000186,9.97,1.35,0.27,2.7,0,0.27,7.82,11.05,0.81,0.27,0,2.7,29.38,10.24
E01000187,20.23,0.57,0.57,3.13,0,1.14,10.54,15.39,5.41,1.99,0.28,5.41,53.01,21.09
E01000188,24.83,2.96,0.59,5.91,0.89,2.66,14.19,24.24,4.43,1.48,0.59,4.14,89.87,18.33
E01000189,24.82,1.89,0.19,5.12,0.38,0.76,8.91,15.35,7.2,1.89,0.38,4.17,64.62,25.39
E01000190,14.32,0.53,0,3.45,0.27,0.53,11.67,15.91,2.65,0.27,0,1.33,37.66,5.84
E01000191,17,0.6,1.49,5.07,0,0.6,12.23,19.39,6.26,0.6,0,4.77,54.59,10.44
E01000192,25.48,5.33,2.08,11.12,7.18,4.4,10.65,35.44,5.79,2.08,0,12.04,95.66,38.68
E01000193,70.61,18.27,5.64,13.76,36.54,50.08,17.6,123.62,15.34,5.87,0.23,24.36,297.77,124.07
E01000194,53.92,7.63,1.72,13.54,8.62,14.03,19.94,57.86,10.83,4.68,0.74,10.34,161.26,25.85
E01000195,25.96,1.17,0,8.65,1.17,0.23,94.01,104.06,7.02,4.21,0.47,5.14,157.61,29.7
E01000196,31.51,5.15,0.4,9.91,6.74,2.38,7.33,26.75,9.12,3.57,0.4,8.12,92.15,39.63
E01000197,25,1.2,0.72,6.25,0,0.96,11.06,18.99,3.61,1.44,0,2.88,60.09,22.59
E01000198,23.4,1.55,0.66,7.73,0,0.22,11.92,20.53,3.31,3.31,0.44,4.64,61.38,17.66
E01000199,11.15,0.28,0,11.98,0,0,13.93,25.91,2.23,1.39,0,3.07,49.6,11.7
E01000200,17.13,0.22,0.22,6.67,0,0.22,13.34,20.46,2.67,1.56,0.22,0.44,47.15,16.46
E01000201,14.84,0.58,0.29,10.76,0,1.45,27.05,39.56,3.78,2.04,0.58,4.36,70.69,12.22
E01000202,16.86,1.32,0.26,5.53,1.58,1.05,18.18,26.61,2.9,0.79,0,2.9,56.92,15.81
E01000203,26.1,1.95,1.71,10.97,0,2.44,19.51,34.63,5.61,3.41,0.73,7.07,86.58,25.61
E01000204,24.04,3.62,0.52,10.08,4.14,2.07,15.51,32.31,2.58,2.07,0.26,4.39,76.24,18.09
E01000205,18.15,1.23,0.62,9.84,0,0.62,27.07,38.15,4.61,1.54,0.31,4.61,72.6,18.15
E01000206,20.3,1.74,0.87,8.7,0,0.87,32.48,42.92,7.54,2.03,0.29,4.35,84.96,13.34
E01000207,12.83,0.29,0.86,7.99,6.84,1.14,20.82,37.65,3.42,1.43,0.57,2.85,67.59,8.27
E01000208,17.26,4.11,1.1,9.32,0,3.56,23.57,37.54,4.11,1.37,0,4.66,72.62,16.17
E01000209,15.38,0.58,0.58,8.13,1.16,0.87,15.38,26.12,3.48,0,0,2.61,54.56,7.55
E01000210,14.96,0.61,0.31,7.63,0,0.61,21.37,29.92,2.14,0.61,0.61,3.36,56.48,12.21
E01000211,27.54,1.46,1.04,10.85,6.47,2.5,12.73,33.59,7.93,2.29,0.21,12.31,115.37,49.44
E01000212,24.76,4.18,0.32,6.11,0,1.29,21.54,29.26,4.5,2.25,0,6.11,74.91,17.68
E01000213,8.62,0,0.34,5.86,0,0,26.2,32.4,2.07,1.03,0,2.07,51.7,19.3
E01000214,21.54,5.45,3.37,9.6,0,7.27,12.98,33.22,3.89,0.78,0.26,5.19,83.32,10.9
E01000215,21.58,0.25,1.24,3.97,0.25,0.74,11.41,17.61,3.22,0.99,0,3.97,53.58,14.88
E01000216,25.59,1.22,1.46,12.43,0.73,0.49,18.77,33.88,4.39,4.14,0,4.87,83.35,21.69
E01000217,17.83,1.41,0.57,5.94,9.62,0.85,15,31.98,4.24,0.85,0.85,4.53,69.05,33.39
E01000218,26.23,0.27,2.19,7.38,1.64,1.37,9.02,21.58,3.55,1.91,0,7.1,72.4,14.75
E01000219,31.51,3.37,1.2,10.58,3.61,3.37,23.57,42.33,8.42,3.13,0.48,9.86,107.26,36.32
E01000220,18.12,0.52,0.26,5.69,0,1.04,10.61,17.6,1.29,2.07,0,2.59,46.59,9.32
E01000221,72.19,6.1,2.71,15.59,36.6,6.78,51.85,113.53,17.28,3.39,2.03,21.69,262.98,100.65
E01000222,30.43,1.52,0.43,7.17,0,0,9.56,17.17,4.78,1.96,0.87,3.48,65.42,39.99
E01000223,35.6,1.16,1.63,13.73,13.49,3.02,18.15,50.02,5.35,4.19,0.23,10.7,128.66,40.95
E01000224,14.19,0.27,0,6.16,0,0.8,10.18,17.14,2.68,0.27,0,1.61,39.63,118.62
E01000225,11.95,0.28,0.57,8.25,1.42,0.85,19.92,31.01,3.7,2.56,0,2.56,58.61,21.62
E01000226,24.4,0.52,0.26,5.19,0,0.78,10.12,16.35,4.93,3.63,0.26,5.71,63.33,24.4
E01000227,11.72,0.72,0.24,5.98,0,0.72,15.31,22.25,2.63,0.24,0.48,2.15,41.87,11.72
E01000228,35.8,2.2,0.63,5.34,0,0,15.7,21.67,7.54,0.63,0.94,8.48,83.53,24.81
E01000229,16.93,1.39,0,10.83,0,0,11.1,21.93,5,2.5,0,3.33,54.96,14.16
E01000230,10.21,0.75,0,3.24,0.25,0.5,9.22,13.2,2.24,1,0,2.74,34.12,10.96
E01000231,22.85,1.27,2.03,3.81,3.05,0,10.67,19.55,4.06,2.79,0.51,5.59,64.25,32.76
E01000232,18.82,0.48,0.24,8.93,0,0.24,10.62,20.03,2.9,0.72,0.48,3.62,51.4,16.17
E01000233,16.77,1.89,0,12.28,4.96,1.42,13.46,32.11,2.83,1.89,0,3.54,68.95,7.32
E01000234,13.46,0.26,0.53,5.01,0,0,10.29,15.83,2.11,3.17,0.26,1.58,40.9,21.11
E01000235,28.75,4.31,0.72,7.43,5.03,0.96,14.37,28.51,5.27,6.47,0.48,5.51,83.6,36.65
E01000236,27.18,1.28,1.8,8.72,0,0.51,16.16,27.18,2.05,2.56,0.26,7.44,71.03,18.72
E01000237,41.78,1.96,1.52,7.83,2.39,3.05,8.27,23.07,5.88,3.7,0.65,11.53,101.41,28.51
E01000238,26.16,1.41,0.94,9.9,0.24,0.71,17.68,29.46,6.83,4.71,0.47,6.83,82.72,37.71
E01000239,34.48,1.06,0.42,14.17,0.21,1.27,7.83,23.9,8.67,5.92,0,4.23,85.46,27.08
E01000240,29.7,3.24,0.75,6.49,0,1,13.23,21.46,4.99,3.74,0.25,5.99,76.12,18.97
E01000241,10.77,0.25,0.25,4.51,0,0,9.52,14.27,3.26,1.25,0.5,1,34.56,17.78
E01000242,15.77,1.17,1.17,7.89,0,0.29,15.19,24.53,1.75,2.63,0,2.34,52.87,17.82
E01000243,25.1,3.32,0.21,7.26,12.24,1.24,7.26,28.21,7.26,3.73,0.21,9.54,83.18,38.58
E01000244,49.93,11.76,2.61,21.96,59.6,2.35,10.2,96.73,13.07,8.89,0.26,13.59,199.73,36.34
E01000245,47.26,5.11,2.34,12.99,11.28,2.34,21.08,50.03,11.71,2.77,0.43,13.2,144.99,36.19
E01000246,16.4,2.01,0,2.59,0,1.15,16.69,20.43,2.3,0.86,0,2.88,49.48,12.95
E01000247,14.18,1.05,0,4.73,0,0,7.61,12.34,2.89,2.36,0,3.68,40.43,24.68
E01000248,23.66,5.14,1.8,4.37,31.37,18,13.12,68.66,5.4,1.29,0.26,8.49,140.41,17.49
E01000249,6.29,0,0,1.91,0,0.27,6.56,8.75,2.73,0.55,0,3.01,26.52,8.75
E01000250,36.96,5.11,0.82,6.6,6.1,8.74,10.72,33,7.26,2.97,0.16,9.9,117.47,46.2
E01000251,53.67,3.11,0.78,10.7,1.56,1.75,16.53,31.31,11.67,5.06,0.39,14.58,131.26,64.56
E01000252,12.9,0.51,0,3.29,0,0.25,7.59,11.13,1.52,0.76,0.25,1.77,31.86,7.33
E01000253,14.19,1.13,0,9.91,1.35,0.23,13.28,24.77,3.83,2.03,0.68,3.6,58.77,18.01
E01000254,11.7,1.36,0,5.72,0.27,0.27,14.15,20.41,7.89,0.82,0,2.99,46.82,22.32
E01000255,25.14,1.04,0.26,6.74,0.26,1.04,16.85,25.14,6.22,1.04,0.52,5.44,74.13,13.48
E01000256,14.21,1.69,0,4.58,0.96,0.48,11.8,17.82,2.65,3.13,0.72,2.89,46.24,10.11
E01000257,33.98,4.11,0.87,16.88,49.35,2.81,18.83,88.74,7.14,2.6,0.65,10.17,166.67,48.7
E01000258,20.69,5.29,1.61,8.27,4.37,1.38,11.26,26.89,3.68,2.3,0.69,5.52,85.97,28.96
E01000259,17.98,0.17,0.34,5.99,0.17,0.17,9.93,16.61,3.94,0.86,0.17,1.71,45.39,8.91
E01000260,26.47,1.47,1.47,6.51,5.46,1.26,15.13,29.83,6.3,2.94,0.21,6.72,80.88,34.45
E01000261,15.25,0.25,0.25,3.69,0,0,10.83,14.76,1.97,0.49,0.25,1.97,38.14,16.24
E01000263,14.77,0.6,0,5.43,0,0,9.65,15.08,1.81,0.9,0,0.9,34.98,11.16
E01000264,38.63,6.4,0.74,15.25,46.75,4.92,15.5,83.16,9.84,6.64,0.98,15.01,172.96,33.46
E01000265,17.36,0.95,0.48,3.57,0.48,0.48,10.7,15.7,4.28,1.43,0.71,4.76,49.94,16.17
E01000266,12.11,0.3,0,6.96,0,0.61,20.59,28.16,0.3,1.21,0.61,0.3,46.02,6.66
E01000267,15.19,0,0,4.58,0,0,11.46,16.05,2.87,1.15,0,2.01,41.55,18.91
E01000268,32.25,3.27,0.44,5.23,17.87,3.05,15.03,41.61,5.45,2.4,0.44,9.59,104.8,14.6
E01000269,17.95,1.57,0,5.35,0,0.31,14.17,19.83,3.15,2.2,0.63,3.46,52.89,22.35
E01000270,15.69,1.14,0.29,5.42,0,0,12.26,17.97,1.71,1.43,0,1.14,41.93,39.93
E01000271,7.68,0.53,0,6.35,0,0.79,11.38,18.53,4.23,1.06,0.26,2.12,38.38,6.35
E01000272,11.42,1.5,0,4.21,1.2,0.6,19.53,25.54,0.9,1.2,0.6,1.5,45.68,8.72
E01000273,27.09,2.04,0.51,6.9,0,1.02,13.8,22.23,4.34,1.28,0,3.83,69.51,23
E01000274,20.12,2.57,0.47,5.38,3.74,0.94,16.15,26.68,4.45,2.11,0.47,3.04,70.2,19.42
E01000275,11.03,0.75,0.25,4.76,0,0.25,10.53,15.8,1.25,0,0.25,1.5,34.61,7.27
E01000276,10.81,0.62,0,2.78,0,0,13.28,16.07,1.54,0.62,0,0.93,31.51,4.02
E01000277,27.04,2.06,0.77,8.76,0,0.77,16.48,26.78,4.89,1.03,0.26,3.61,70.05,20.09
E01000278,10.29,0.96,0,5.47,0.32,0.96,13.18,19.93,2.57,0.32,0.32,1.93,39.55,9.65
E01000279,14.58,1.24,0.62,13.96,0,0,10.24,24.82,1.86,2.17,0,3.41,51.5,11.79
E01000280,7.76,0,0.32,6.14,0,0,10.67,17.13,0.97,1.62,0,0.65,30.38,7.11
E01000281,26.61,3.07,0.26,9.72,9.21,4.61,10.49,34.29,5.89,2.05,0,9.98,106.2,18.68
E01000282,19.62,3.97,0.5,7.45,8.2,1.24,11.18,28.56,4.72,1.99,0,5.22,68.06,10.43
E01000283,8.57,0,0,4.95,0,0.33,12.53,17.8,1.65,0.99,0,1.65,32.64,4.62
E01000284,24.76,1.2,0,6.01,0,1.44,10.09,17.54,6.97,2.16,0.24,2.4,59.6,57.68
E01000285,23.14,0.59,0,3.56,0,0,4.45,8.01,3.56,0.59,0.3,1.78,40.34,25.21
E01000286,21.6,0.52,0,5.47,0,0,5.73,11.19,4.43,1.56,0.26,3.9,47.37,25.25
E01000287,24.15,1.92,0.27,2.2,0,0.27,4.94,7.68,5.76,0.82,0,3.02,46.38,39.79
E01000288,14.27,1.43,0,4.57,0,0,8.56,13.13,2.28,0.86,0,2.57,36.25,9.99
E01000289,35.79,1.15,0,2.58,0,1.15,12.88,16.61,9.74,2.58,1.15,5.15,75.88,17.75
E01000290,17.76,1.06,0.27,4.77,0.27,0,8.22,13.52,3.71,3.71,0.27,4.77,52.48,10.6
E01000291,16.7,0.29,0,2.88,0,0.58,9.79,13.24,4.32,2.59,0.58,3.45,45.78,21.88
E01000292,20.05,5.65,1.13,5.36,2.82,1.13,9.88,20.33,5.08,1.41,0.56,2.26,57.88,13.55
E01000293,11.46,0.98,0,2.93,0,0.73,5.12,8.78,2.19,0.73,0.49,0.98,29.02,14.15
E01000294,40,1.2,0.72,2.17,0.48,2.65,13.98,20,7.47,0.72,0.24,16.15,105.31,31.81
E01000295,20.66,1.88,0.27,7.25,4.03,2.95,16.91,31.4,3.76,2.95,0.27,4.56,71.12,30.33
E01000296,54.8,9.87,1.97,12.59,22.96,12.1,20.49,70.11,10.62,8.15,1.48,15.8,189.59,48.88
E01000297,15.16,2.17,0,5.88,0.31,0.93,15.78,22.9,3.4,1.86,0,1.55,50.44,32.5
E01000298,17.46,1.03,0.26,3.6,0,1.28,8.73,13.87,4.62,2.31,0.77,2.57,47.77,26.71
E01000299,40.09,9.42,1.2,8.42,34.08,14.43,10.62,68.76,7.82,4.41,0.2,19.04,180.82,91.21
E01000300,16.77,0.27,0.27,4.87,0,0.27,10.82,16.23,4.33,1.35,0.27,2.71,46,13.26
E01000301,10.42,2.45,0.31,7.67,0,0,10.42,18.4,2.15,2.15,0,0.92,38.94,15.02
E01000302,32.32,4.16,0.73,6.86,10.53,3.43,9.79,31.34,7.59,1.96,0,7.84,93.05,17.14
E01000303,13.06,0.61,0.3,8.51,0,1.22,12.15,22.18,1.82,1.52,0.3,2.43,45.57,13.37
E01000304,14.52,1.12,0.28,5.59,0,0.28,9.78,15.92,3.07,1.12,0,2.79,41.89,22.34
E01000305,26.57,3.13,0.78,7.03,5.47,2.34,24.49,40.11,5.99,7.81,1.3,7.55,99.24,22.92
E01000306,11.88,0.43,0.43,1.94,0,0.43,6.48,9.29,1.51,2.16,0,1.51,28.74,14.91
E01000307,79.48,17.15,3.54,13.34,141.26,83.56,92.27,333.97,22.05,9.25,1.91,29.4,568.05,81.38
E01000308,21.45,0.82,0.2,6.54,5.31,0.41,5.92,18.39,4.29,3.27,0.41,2.86,58.84,29.83
E01000309,14.36,0.87,0.44,3.7,0,0.65,8.7,13.49,3.92,1.96,0,2.83,41.35,14.36
E01000310,39.77,3.56,1.19,8.9,2.18,2.77,20.97,36.01,8.31,11.08,0.79,10.88,123.45,44.91
E01000311,22.43,6.2,0.59,9.15,0,0.3,20.37,30.4,4.43,5.02,0.3,8.85,79.99,30.4
E01000312,24.93,1.73,0.49,4.94,4.69,2.22,12.59,24.93,5.43,4.44,1.48,7.16,77.76,15.55
E01000313,27.32,2.3,1.84,5.74,2.3,1.84,13.54,25.25,5.74,5.05,0.46,6.2,81.27,37.42
E01000314,34.31,2.56,0.39,7.3,2.96,1.97,14.79,27.41,8.48,5.52,0.79,9.47,103.14,41.02
E01000315,31.99,2.56,0.77,10.24,0,0.77,13.31,25.08,5.89,1.79,0.77,9.98,84.19,23.29
E01000316,48.75,12.09,2.18,10.3,33.49,4.36,28.14,78.47,10.3,10.11,0.59,12.48,190.04,40.43
E01000317,14.65,0.85,0.28,6.48,0,0.85,14.08,21.69,4.51,0.85,0,2.25,49.29,7.61
E01000318,20.11,1.83,0.69,5.71,0,0.91,10.29,17.6,3.43,1.6,0,3.66,54.17,18.51
E01000319,16.35,0.65,0,4.58,0,1.31,11.45,17.33,2.62,1.31,0.33,1.96,44.47,17.66
E01000320,11.36,0.22,0,6.01,0,1.56,10.02,17.59,3.56,1.34,0,0.89,40.31,8.68
E01000321,20.8,1.09,0.66,5.25,0.66,2.19,10.73,19.48,4.38,1.09,0.88,3.06,56.7,11.38
E01000322,25.11,4.43,0.98,6.89,5.17,4.68,10.34,28.07,7.88,2.22,0.25,6.89,89.37,25.36
E01000323,39.48,6.31,1.44,5.59,14.24,11.36,8.83,41.47,8.47,3.25,0.54,13.7,126.92,11
E01000324,15.93,0.25,0,5.39,0,0.49,11.03,16.91,1.23,0.74,0,1.23,39.94,14.21
E01000325,11.22,0,0,1.07,0,0.53,3.21,4.81,3.74,0.53,0.27,1.07,25.65,6.95
E01000326,20.26,0.34,0,2.03,1.01,0,8.78,11.82,7.09,0.68,0,1.35,64.83,9.79
E01000327,24.97,1.9,0,3.26,0,0.81,7.06,11.13,3.53,1.9,1.09,7.33,54.27,17.64
E01000328,28.37,1.36,0,3.82,0.27,0.27,7.64,12,4.36,2.46,0,5.73,56.2,7.37
E01000329,33.48,1.63,0.27,2.99,0.54,1.36,4.08,9.25,7.62,3.81,1.63,4.35,66.96,42.73
E01000330,53.27,2.9,0,2.11,0.53,1.05,3.69,7.38,19.51,20.83,0.79,42.19,154.26,46.67
E01000331,31.01,0.55,0.27,3.84,0,0.27,9.61,14,7.41,1.65,0.27,3.84,62.57,19.76
E01000332,20.26,0.27,0,4.93,0,0.82,10.13,15.88,4.93,0.82,0.55,3.01,50.93,12.87
E01000333,50.27,3.83,0.24,7.18,11.49,1.92,10.53,31.36,16.52,4.31,0.24,13.65,127.84,38.3
E01000334,33.25,0.27,0,4.33,0,0.27,6.22,10.81,4.6,1.62,0.27,2.43,60.29,18.11
E01000335,48.44,4.06,0.68,7.96,13.21,1.69,23.88,47.42,13.89,5.59,0.51,10.67,142.61,25.24
E01000336,36.29,1.92,0,8.65,0.96,1.2,15.38,26.2,12.74,3.12,0.24,6.25,93.49,39.9
E01000337,21.03,1.08,0,4.85,0,0,8.63,13.48,3.5,1.08,0.27,3.23,50.95,11.05
E01000338,26.83,0.73,0,2.19,0.24,0.24,10.49,13.17,5.85,2.68,0,3.41,55.85,19.51
E01000339,16.58,0.55,0.28,1.38,0,0,9.39,11.05,2.21,1.93,0.28,3.04,40.07,14.64
E01000340,18.69,0.28,0,1.42,1.13,1.13,4.81,8.5,1.13,1.42,0,3.4,35.4,5.66
E01000341,9.15,0,0,1.94,0,0,1.66,3.61,3.33,2.22,0,1.11,21.91,5.27
E01000342,15.34,0,0,1.45,0,0,6.66,8.11,5.79,2.03,0.29,4.05,38.51,10.71
E01000343,21.93,0.89,0.3,3.85,12.74,0,3.56,20.45,8,3.26,0.3,3.85,62.53,21.34
E01000344,13.31,2.22,0,2.22,9.99,0.28,6.66,19.14,4.16,3.61,0.83,3.61,47.43,9.99
E01000345,10.87,0,0,1.32,0,0,7.91,9.22,5.93,0.33,0,0.66,28.66,5.27
E01000346,13.19,0.28,0.28,3.93,1.4,0,7.01,12.63,2.81,2.24,0.28,2.53,63.13,7.86
E01000347,18.71,0.58,0,3.22,16.08,0.58,8.48,28.35,4.09,4.97,0.58,4.97,66.06,10.52
E01000348,10.79,0,0,1.75,0.58,0,8.75,11.08,4.96,0.29,0,1.46,31.79,5.83
E01000349,9.36,0.26,0,3.64,0,0,11.44,15.09,6.76,1.82,0.26,2.86,40.06,6.24
E01000350,11.56,0.3,0,3.56,17.78,0,4.74,26.08,4.74,0.89,0.3,2.07,49.2,12.45
